business_id,alias,title
xEIqG7Rq8ydAT9LxCVBOOg,asianfusion,Asian Fusion
xEIqG7Rq8ydAT9LxCVBOOg,sushi,Sushi Bars
QqmIqaJJNR-JGa9J1LGiBg,coffee,Coffee & Tea
QqmIqaJJNR-JGa9J1LGiBg,donuts,Donuts
AOmsuNA9eJloUqqKL7FSXQ,hotdogs,Fast Food
AOmsuNA9eJloUqqKL7FSXQ,tacos,Tacos
nZ8VZiuYlAOzxTOCmYtIHg,pizza,Pizza
iWlqzze0FWIVObFwfAJgew,southern,Southern
iWlqzze0FWIVObFwfAJgew,salad,Salad
iWlqzze0FWIVObFwfAJgew,sandwiches,Sandwiches
QqmIqaJJNR-JGa9J1LGiBg,coffee,Coffee & Tea
QqmIqaJJNR-JGa9J1LGiBg,donuts,Donuts
AOmsuNA9eJloUqqKL7FSXQ,hotdogs,Fast Food
AOmsuNA9eJloUqqKL7FSXQ,tacos,Tacos
mtuTMFdLqarnXUiLgRvsAQ,parks,Parks
80omysuPKac8zn1PfRnQRQ,newamerican,American (New)
80omysuPKac8zn1PfRnQRQ,salad,Salad
80omysuPKac8zn1PfRnQRQ,sandwiches,Sandwiches
8CnhJoJZjs0p96kN5LwKDQ,sportsbars,Sports Bars
8CnhJoJZjs0p96kN5LwKDQ,tradamerican,American (Traditional)
CsBBlCH-Zc2nlylrXnNong,parks,Parks
pGHydF1JEdUlI-8I0lm1_g,sandwiches,Sandwiches
Rmj0NYF_Id_2rZzocx-Vyw,pizza,Pizza
ZhdbnIScQfeYh9upMbK0lQ,chinese,Chinese
4FdDdUrNTtZwuFWA89O-fQ,salad,Salad
4FdDdUrNTtZwuFWA89O-fQ,breakfast_brunch,Breakfast & Brunch
4FdDdUrNTtZwuFWA89O-fQ,sandwiches,Sandwiches
hDOIpPw52LSrsi5_9lhHuQ,seafood,Seafood
hDOIpPw52LSrsi5_9lhHuQ,burgers,Burgers
hDOIpPw52LSrsi5_9lhHuQ,tradamerican,American (Traditional)
wDfz8ap9xWzj46mtNDcT9A,mexican,Mexican
wDfz8ap9xWzj46mtNDcT9A,tradamerican,American (Traditional)
lrlnHYVp8PSzHZmHIv12fQ,laotian,Laotian
lrlnHYVp8PSzHZmHIv12fQ,thai,Thai
lrlnHYVp8PSzHZmHIv12fQ,foodtrucks,Food Trucks
SsEzi09d8WIekBrcNKc10g,salvadoran,Salvadoran
