HSISID,NAME,ADDRESS1,CITY,RESTAURANTOPENDATE,X,Y,CRITICAL_VIOLATIONS
4092016289,MCDONALDS #32822,7301 SIX FORKS  RD ,RALEIGH,2012-11-16T00:00:00.000Z,-78.6463992,35.87989927,3.0
4092017687,Pho Sure,7451 Six Forks RD ,27615,2017-09-27T00:00:00.000Z,-78.64620405,35.88177389,9.0
4092017771,Bawarchi Grill & Spirits,800 W Williams ST ,Apex,2017-12-29T00:00:00.000Z,-78.86480181,35.73964723,3.0
4092017169,THE PROVINCIAL,119 N SALEM ST ,APEX,2016-03-02T00:00:00.000Z,-78.85138015,35.73144128,4.0
4092014346,CARRABBA'S ITALIAN GRILL #8412,1201 HADDON HALL DR ,APEX,2005-07-01T00:00:00.000Z,-78.87101375,35.74215088,2.0
4092016968,SULTAN'S DELI,1459 BEAVER CREEK CROSSING ,APEX,2015-07-31T00:00:00.000Z,0.0,0.0,4.0
4092017200,SOUTHERN PEAK BREWERY,950-100 WINDY RD ,APEX,2016-04-08T00:00:00.000Z,-78.84382331,35.74652946,1.0
4092017278,WENDYS 6301,790 W Williams ST ,APEX,2016-08-05T00:00:00.000Z,-78.86423063,35.73836329,0.0
4092017140,PIZZA HUT #9215,301-105 N SALEM ST ,APEX,2016-02-05T00:00:00.000Z,-78.85306067,35.7286054,0.0
4092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,APEX,2007-04-05T00:00:00.000Z,-78.87317907,35.74519928,3.0
4092016052,JD'S TAVERN,800 W WILLIAMS ST ,APEX,2011-11-23T00:00:00.000Z,-78.86480181,35.73964723,1.0
4092017570,MICHELANGELOS PIZZA,928 US HWY 64 ,APEX,2017-04-12T00:00:00.000Z,0.0,0.0,4.0
4092014554,KFC #J120103,1403 W Williams ST,APEX,2006-04-25T00:00:00.000Z,-78.87726967,35.750152899999996,0.0
4092013637,Tacos Mexico Restaurant,209 E Williams St ,APEX,2002-08-12T00:00:00.000Z,-78.85166433,35.72667689,10.0
4092015960,CAMBRIDGE VILLAGE DINING,10000 Cambridge Village Loop,APEX,2011-05-10T00:00:00.000Z,-78.84579127,35.71810568,13.0
4092017905,Scratch Kitchen and Taproom,225 N Salem ST ,Apex,2018-08-22T00:00:00.000Z,-78.8508764,35.73263171,2.0
4092016524,ARANDAS MEXICAN CUISINE,5460 APEX PEAKWAY ,APEX,2013-10-09T00:00:00.000Z,0.0,0.0,3.0
4092014165,Super Target #1932 Food Avenue,1201 Beaver Creek Commons DR ,APEX,2004-10-05T00:00:00.000Z,-78.87777438,35.74487977,0.0
4092017327,Chipotle  #2822,1081 PINE PLAZA DR ,APEX,2016-09-20T00:00:00.000Z,-78.82939266,35.74657076,2.0
4092017124,J & S NEW YORK PIZZA,804 PERRY RD ,APEX,2015-12-28T00:00:00.000Z,-78.84460695,35.7208474,2.0
4092016087,YAMATO,700 E WILLIAMS ST ,APEX,2012-01-17T00:00:00.000Z,-78.84651301,35.7236133,1.0
4092018218,PEAK ON SALEM,126 N Salem ST ,APEX,2019-11-06T00:00:00.000Z,-78.85065754,35.73152951,0.0
4092015151,Namolis NY Pizzeria,5444 Apex Peakway ,APEX,2008-06-23T00:00:00.000Z,0.0,0.0,5.0
4092017724,Glory Days Grill,1413 Kelly RD ,Apex,2017-11-08T00:00:00.000Z,-78.89379203,35.73782787,6.0
4092014686,Longhorn Steakhouse #277,1411 Beaver Creek Commons DR ,APEX,2006-09-22T00:00:00.000Z,-78.88323254,35.74554013,2.0
4092014694,Brueggers's Bagels,760 W Williams ST ,APEX,2006-09-29T00:00:00.000Z,-78.86276064,35.73803218,1.0
4092014295,Chili's,1120 Beaver Creek Commons Drive ,APEX,2005-03-30T00:00:00.000Z,-78.87450516,35.74628844,4.0
4092016820,DOHERTY'S IRISH PUB & RESTAURANT,5490 APEX PEAKWAY,APEX,2014-11-17T00:00:00.000Z,0.0,0.0,3.0
4092015237,QDOBA MEXICAN GRILL #215,1005 BEAVER CREEK COMMONS ,APEX,2008-09-24T00:00:00.000Z,-78.87238435,35.74509286,9.0
4092012026,Jersey Mikes Subs,922 Us 64 Hwy ,APEX,1997-03-17T00:00:00.000Z,0.0,0.0,3.0
4092016069,SUBWAY #29952,5412 APEX PEAKWAY ,Apex,2011-12-15T00:00:00.000Z,0.0,0.0,1.0
4092012113,China Chef,930 US Hwy 64 W,APEX,1997-08-08T00:00:00.000Z,0.0,0.0,3.0
4092013947,Subway,809 E Williams St ,APEX,2002-11-13T00:00:00.000Z,-78.84409422,35.72219594,1.0
4092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,APEX,2017-03-08T00:00:00.000Z,-78.82753664,35.72521642,1.0
4092018056,Peak of the Vine,301 N Salem ST ,Apex,2019-02-19T00:00:00.000Z,-78.85046886,35.73305629,0.0
4092013502,Lowes Foods #184 (Deli),5400 Apex Peakway ,APEX,2002-01-08T00:00:00.000Z,0.0,0.0,4.0
4092013689,Mr Dumpling,5470 Apex Peakway ,APEX,2002-10-21T00:00:00.000Z,0.0,0.0,5.0
4092016680,SCHLOTZSKY'S,906 US 64 HWY W ,APEX,2014-04-30T00:00:00.000Z,-78.82280214,35.74468924,3.0
4092015058,Bojangles #39,1581 E Williams ST ,APEX,2008-02-01T00:00:00.000Z,-78.83501432,35.70601048,1.0
4092016126,PANERA BREAD #1650,1001 BEAVER CREEK COMMONS DR ,APEX,2012-03-27T00:00:00.000Z,-78.87238568,35.74374477,0.0
4092014456,#1 CHINA,764 W Williams ST ,APEX,2005-12-27T00:00:00.000Z,-78.86276064,35.73803218,3.0
4092015381,BEAVER CREEK CINEMAS 12,1441 Beaver Creek Commons DR,APEX,2009-04-13T00:00:00.000Z,-78.88323254,35.74554013,0.0
4092015222,ANNA'S PIZZERIA,100 N SALEM ST ,APEX,2008-09-15T00:00:00.000Z,-78.85126459,35.73076866,4.0
4092017830,DUNKIN DONUTS 344467,800 PERRY RD ,APEX,2018-04-25T00:00:00.000Z,-78.84460695,35.7208474,2.0
4092017916,DELL/EMC2,5800 TECHNOLOGY  DR ,APEX,2018-09-10T00:00:00.000Z,-78.84431049,35.69286556,4.0
4092014704,Red Robin #571,1431 Beaver Creek Commons ,APEX,2006-10-09T00:00:00.000Z,-78.8826304,35.74733721,1.0
4092015276,SALEM STREET PUB,113 N SALEM ST ,APEX,2008-10-31T00:00:00.000Z,-78.85154824,35.73118528,3.0
4092016546,RUDY'S PUB & GRILL,780 W Williams ST ,APEX,2013-11-15T00:00:00.000Z,-78.86276064,35.73803218,3.0
4092012979,Jersey Mikes Restaurant,1761 W Williams ST ,APEX,1999-07-21T00:00:00.000Z,-78.87770701,35.75964934,6.0
4092014398,Skipper's Fish Fry and Market,1001 E Williams ST ,APEX,2005-09-30T00:00:00.000Z,-78.84350423,35.721112299999994,1.0
4092014368,Firehouse Subs,1047 Beaver Creek Commons DR ,APEX,2005-08-15T00:00:00.000Z,-78.87238568,35.74374477,1.0
4092017042,BELGIAN CAFE,1232 W WILLIAMS ST ,APEX,2015-09-24T00:00:00.000Z,-78.87260887,35.74617982,4.0
4092016549,MAMMA  MIA ITALIAN BISTRO,708 LAURA DUNCAN  RD ,APEX,2013-11-25T00:00:00.000Z,-78.84201223,35.73509961,1.0
4092014123,New Wangs Kitchen,712 Laura Duncan RD ,APEX,2004-08-27T00:00:00.000Z,-78.84201223,35.73509961,19.0
4092017478,PINOT'S PALETTE,1553 BEAVER CREEK COMMONS DR ,APEX,2016-12-09T00:00:00.000Z,-78.88668196,35.74520682,1.0
4092016391,MOE'S SOUTHWEST GRILL #838,770  W WILLIAMS ST ,APEX,2013-03-20T00:00:00.000Z,-78.86276064,35.73803218,0.0
4092017150,ARBYS #6768,1500 E WILLIAMS ST ,APEX,2016-02-22T00:00:00.000Z,-78.83904369,35.71089517,4.0
4092015748,SUSHI IWA APEX,2026 CREEKSIDE LANDING DR ,APEX,2011-06-15T00:00:00.000Z,-78.88323254,35.74554013,4.0
4092015002,BAAN THAI RESTAURANT,758 WILLIAMS ST ,APEX,2007-11-09T00:00:00.000Z,-78.86464087,35.73807755,6.0
4092015008,IHOP #3181,1150 Beaver Creek Commons  Dr ,APEX,2007-11-14T00:00:00.000Z,-78.87654743,35.74676581,1.0
4092018000,Vegan Community Kitchen,803 E Williams ST ,Apex,2018-12-14T00:00:00.000Z,-78.84409422,35.72219594,0.0
4092012231,Knights Play Golf Center,2512 Ten Ten Rd,APEX,1998-04-27T00:00:00.000Z,-78.81416503,35.71128448,1.0
4092017052,NOODLES & COMPANY #866,1055 BEAVER CREEK COMMONS DR ,APEX,2015-10-09T00:00:00.000Z,-78.87238568,35.74374477,3.0
4092017029,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST ,APEX,2015-09-16T00:00:00.000Z,-78.84117412,35.71702832,27.0
4092017670,"XL SIDELINE, LLC",106 INVESTMENT BLVD ,APEX,2017-08-23T00:00:00.000Z,0.0,0.0,0.0
4092015448,CICI'S PIZZA,1007 BEAVER CREEK COMMONS DR ,APEX,2009-08-11T00:00:00.000Z,-78.87238568,35.74374477,2.0
4092017480,BREW N QUE,2045 CREEKSIDE LANDING DR ,APEX,2016-11-23T00:00:00.000Z,-78.88668196,35.74520682,3.0
4092015179,HOLIDAY INN EXPRESS,1006 MARCO DR ,APEX,2008-07-22T00:00:00.000Z,-78.84034017,35.717045500000005,4.0
4092017018,FOOD LION #1338 DELI,620 LAURA DUNCAN RD ,APEX,2015-09-01T00:00:00.000Z,-78.84201223,35.73509961,1.0
4092012835,Mcdonald's #17721,900 US 64 HWY ,APEX,1998-11-16T00:00:00.000Z,0.0,0.0,0.0
4092017855,HWY 55 OF APEX,802 PERRY RD ,APEX,2018-06-05T00:00:00.000Z,-78.84460695,35.7208474,3.0
4092017699,THE WAKE ZONE ESPRESSO,6108 Old Jenks  RD ,APEX,2017-10-30T00:00:00.000Z,-78.84889231,35.7538731,2.0
4092017149,AJ'S FOOD MART,6204 TEN TEN RD ,APEX,2016-02-18T00:00:00.000Z,-78.73671669,35.67669886,10.0
4092012051,La Rancherita,102 N SALEM ST ,APEX,1997-05-06T00:00:00.000Z,-78.85126459,35.73076866,3.0
4092016582,APEX WINGS,518 E WILLIAMS ST ,APEX,2013-12-20T00:00:00.000Z,-78.84778574,35.72374776,5.0
4092010204,Dallas Fried Chicken,1101 E WILLIAMS ST ,APEX,1991-05-03T00:00:00.000Z,-78.8432412,35.72049646,2.0
4092012834,Mcdonald's #18969,1305 E WILLIAMS ST,APEX,1998-11-16T00:00:00.000Z,-78.84062903,35.71592776,4.0
4092018167,Mustang Charlie's,1501 N SALEM ST ,APEX,2019-08-30T00:00:00.000Z,-78.85363723,35.74825575,0.0
4092025286,Marco's Pizza #8403,1487 KELLY RD,APEX,2019-10-25T00:00:00.000Z,-78.89528261,35.73603924,0.0
4092017181,COSTCO WHOLESALE #1206 FOOD COURT,1021 PINE PLAZA DR ,APEX,2016-03-14T00:00:00.000Z,-78.82726689,35.746415899999995,0.0
4092017585,MCALISTER'S DELI #100958,1061 PINE PLAZA DR ,APEX,2017-04-27T00:00:00.000Z,-78.82939266,35.74657076,3.0
4092017619,STARBUCKS #29148,1101 PINE PLAZA DR ,APEX,2017-06-08T00:00:00.000Z,-78.83026568,35.74675449,2.0
4092017551,"RUCKUS PIZZA, PASTA & SPIRITS APEX",1055 PINE PLAZA DR ,APEX,2017-03-13T00:00:00.000Z,-78.82904737,35.74743591,4.0
4092017694,THE PIZZA DUDE,1763 W WILLIAMS ST ,APEX,2017-10-10T00:00:00.000Z,-78.87770701,35.75964934,15.0
4092017334,FIVE GUYS #1797,1075 PINE PLAZA BLVD ,APEX,2016-09-26T00:00:00.000Z,-78.82927887,35.747847,1.0
4092018105,Zaxby's #69201,1171 PINE PLAZA DR,APEX,2019-05-31T00:00:00.000Z,-78.83219078,35.7473816,0.0
4092011399,Bojangles,1209 LAURA VILLAGE RD ,APEX,1993-12-02T00:00:00.000Z,-78.83663534,35.74916947,2.0
4092012312,Taco Bell,1205 LAURA VILLAGE RD ,APEX,1998-10-06T00:00:00.000Z,-78.83579203,35.74888522,0.0
4092011940,Daniels Restaurant & Catering,1430 W WILLIAMS ST ,APEX,1996-10-07T00:00:00.000Z,-78.87657249,35.75245638,3.0
4092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,APEX,2016-10-04T00:00:00.000Z,-78.87770701,35.75964934,11.0
4092017507,COCINA MEXICANA LA PENA DE HOREB,2125 TEN TEN RD ,APEX,2017-01-27T00:00:00.000Z,-78.81811355,35.72082608,6.0
4092016696,Johnny's Pizza,8759 Holly Springs RD ,APEX,2014-05-30T00:00:00.000Z,-78.77345837,35.69264701,15.0
4092017675,SHAKEY RAY'S,5160 SUNSET LAKE RD ,APEX,2017-09-07T00:00:00.000Z,-78.79955758,35.66756646,6.0
4092018140,Rodeway Inn (Breakfast Area),1400 E WILLIAMS ST,APEX,2019-07-19T00:00:00.000Z,-78.84130878,35.71213708,0.0
4092017060,DQ GRILL & CHILL #24227,2105 TEN TEN RD ,APEX,2015-10-16T00:00:00.000Z,-78.81900281,35.72167387,2.0
4092017983,FUJI EXPRESS,2143 TEN TEN RD ,APEX,2018-11-26T00:00:00.000Z,-78.81811355,35.72082608,2.0
4092018219,BIG SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,APEX,2019-11-06T00:00:00.000Z,-78.81811355,35.72082608,0.0
4092016650,SHEETZ #540,4000 LUFKIN RD ,APEX,2014-03-19T00:00:00.000Z,-78.82092868,35.72195088,0.0
4092016261,SUBWAY,1561 E WILLIAMS ST ,APEX,2012-09-18T00:00:00.000Z,-78.83534627,35.7067576,4.0
4092016025,COMFORT INN BREAKFAST,1411 E WILLIAMS ST ,APEX,2011-10-20T00:00:00.000Z,-78.83826445,35.71228616,0.0
4092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,APEX,2010-04-28T00:00:00.000Z,-78.83789587,35.71142555,4.0
4092017295,WENDY'S #6300,1900 LAKE PINE DR ,APEX,2016-08-25T00:00:00.000Z,-78.82229737,35.74322253,1.0
4092014339,Chick-fil-A,1110 Beaver Creek Commons DR ,APEX ,2005-05-27T00:00:00.000Z,-78.87405733,35.74592799,3.0
4092017241,TACOS ESTILO HIDALGO,748 E CHATHAM ST ,CARY,2016-06-15T00:00:00.000Z,-78.76514155,35.79157241,14.0
4092015371,SPIRITS PUB & GRUB,701 E CHATHAM ST ,CARY,2009-04-07T00:00:00.000Z,-78.76531398,35.79216315,1.0
4092018145,Gamers Geekery & Tavern,107 EDINBURGH SOUTH DR,CARY,2019-07-26T00:00:00.000Z,-78.79792507,35.7367619,0.0
4092017756,Your Pie #47,685 Cary Towne BLVD ,Cary,2017-12-05T00:00:00.000Z,-78.76677132,35.77674815,2.0
4092016867,Tacos Estilo Hidalgo #3 y Pupuseria,404 W CHATHAM ST ,CARY,2015-02-06T00:00:00.000Z,-78.78845716,35.78703957,12.0
4092016996,DICED GOURMET SALADS AND WRAPS,1377 KILDAIRE FARM RD ,CARY,2015-08-11T00:00:00.000Z,-78.78193974,35.75976658,8.0
4092017982,SURABHI KITCHEN,744 E Chatham ST ,CARY,2018-11-08T00:00:00.000Z,-78.76691591,35.79077863,0.0
4092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,CARY,2011-03-09T00:00:00.000Z,-78.76677132,35.77674815,3.0
4092010190,The Bistro at Courtyard by Marriott,102 Edinburgh South DR ,CARY,1991-05-03T00:00:00.000Z,-78.79973727,35.73824019,4.0
4092017743,Chengdu 7 Sichuan Cuisine,748 E Chatham ST Suite E,CARY,2017-11-27T00:00:00.000Z,-78.76514155,35.79157241,3.0
4092017498,WING STOP #1245,684-A CARY TOWNE BLVD ,CARY,2016-12-30T00:00:00.000Z,-78.76589162,35.7755899,3.0
4092016997,GOLDEN PIG,815 W CHATHAM ST ,CARY,2015-08-07T00:00:00.000Z,-78.79538567,35.78006758,7.0
4092017942,MCDONALDS #7501,1299 KILDAIRE FARM  RD ,CARY,2018-09-28T00:00:00.000Z,-78.78290933,35.76224608,4.0
4092018026,KEBAB SKEWER,6446 TRYON RD ,CARY,2019-01-15T00:00:00.000Z,-78.76155440000001,35.74559939,0.0
4092016780,HARRIS TEETER #430 STARBUCKS,885 WALNUT ST ,CARY,2014-10-15T00:00:00.000Z,-78.76561938,35.77485795,0.0
4092015050,CHIPOTLE MEXICAN GRILL #1087,100-103 Wrenn DR ,CARY,2008-01-22T00:00:00.000Z,-78.78349077,35.76489071,4.0
4092017267,WENDY'S #6303,1343 KILDAIRE FARM RD ,CARY,2016-08-11T00:00:00.000Z,-78.78290963,35.75983801,4.0
4092017110,PRIMO PIZZA NY STYLE,682 CARY TOWNE BLVD ,CARY,2015-12-16T00:00:00.000Z,-78.76561938,35.77485795,7.0
4092017135,GOOD HARVEST,1104 LEDSOME LN ,CARY,2016-01-19T00:00:00.000Z,-78.74823051,35.76313262,27.0
4092017869,HIBACHI CHINA BUFFET,111 SHANNON OAKS CIR ,CARY,2018-06-29T00:00:00.000Z,-78.78396413,35.75999139,30.0
4092014674,Pei Wei Asian Diner #0116,1107 -101 Walnut ST,CARY,2006-09-07T00:00:00.000Z,-78.76293052,35.77143524,10.0
4092015076,Yoho Asian Bistro,8204-106 Tryon Woods DR ,CARY,2008-02-25T00:00:00.000Z,-78.74169613,35.74700826,2.0
4092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,CARY,2013-09-04T00:00:00.000Z,-78.76443251,35.78847694,12.0
4092016654,TASTE OF JAMAICA,600 E CHATHAM ST ,CARY,2014-03-26T00:00:00.000Z,-78.76780088,35.79071172,13.0
4092016778,BIRYANI MAXX,590 E. CHATHAM ST.,CARY,2014-09-29T00:00:00.000Z,-78.76832214,35.79037457,4.0
4092016639,FORTNIGHT BREWERY,1006 SW MAYNARD RD ,CARY,2014-03-06T00:00:00.000Z,-78.8017564,35.77687151,0.0
4092016640,JASMIN BISTRO,1109 LEDSOME LN ,CARY,2014-02-28T00:00:00.000Z,-78.74766614,35.76296438,24.0
4092017558,BURGER KING #8018,313 COLONADES WAY ,CARY,2017-03-21T00:00:00.000Z,-78.77901138,35.73967763,0.0
4092016121,Panera Bread #1642,2234 Walnut  ST ,CARY,2012-03-28T00:00:00.000Z,-78.74288401,35.75542976,7.0
4092017006,THE EGG&I BREAKFAST & LUNCH,1104 LEDSOME LN ,CARY,2015-08-19T00:00:00.000Z,-78.74823051,35.76313262,16.0
4092012056,Torero's Mexican Restaurant V,1207-C Kildaire Farm Rd ,CARY,1997-06-03T00:00:00.000Z,-78.7834338,35.76424145,12.0
4092013833,Andre's Coffee & Crepes,315 Crossroads BLVD ,CARY,2003-07-09T00:00:00.000Z,-78.73871452,35.76064286,23.0
4092017568,MARCO POLLO,1871 LAKE PINE DR ,CARY,2017-03-13T00:00:00.000Z,-78.81900108,35.74520928,0.0
4092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,CARY,2017-02-21T00:00:00.000Z,-78.77734174,35.78786553,2.0
4092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,CARY,2007-05-22T00:00:00.000Z,-78.76423170000001,35.78997989,7.0
4092016085,LITTLE TOKYO,1105 WALNUT ST ,CARY,2012-01-12T00:00:00.000Z,-78.76025493,35.77377018,25.0
4092016717,Red Lobster #0598,1805 WALNUT ST ,CARY,2014-07-28T00:00:00.000Z,-78.74320159,35.76109735,4.0
4092017750,The Postmaster,160 E Cedar ST ,Cary,2017-11-27T00:00:00.000Z,-78.77891488,35.78797879,6.0
4092017766,Starbuck's Target #961,2021 Walnut ST ,Cary,2017-12-19T00:00:00.000Z,-78.73860862,35.75778819,1.0
4092014563,Red Robin #567,2260 Walnut ST,CARY,2006-04-24T00:00:00.000Z,-78.74211776,35.75448808,6.0
4092014863,Life Cafe,1700 Regency PKY ,CARY,2007-05-09T00:00:00.000Z,-78.78729265,35.73332654,0.0
4092015047,La Cocina,100 Macgregor Pines DR ,CARY,2008-01-16T00:00:00.000Z,-78.8200282,35.74468402,0.0
4092016944,HIMALAYAN NEPALI CUISINE,746 E CHATHAM ST ,CARY,2015-06-04T00:00:00.000Z,-78.76691591,35.79077863,6.0
4092016915,BEST WESTERN CARY CAFE,1722 WALNUT ST ,CARY,2015-04-30T00:00:00.000Z,-78.7475927,35.76200365,2.0
4092017647,SOUTHERN HARVEST AT THE MATTHEWS HOUSE,317 W CHATHAM ST ,CARY,2017-07-27T00:00:00.000Z,-78.78723389,35.78648749,6.0
4092016923,PHARMACY BOTTLE & BEVERAGE,120 E CHATHAM ST ,CARY,2015-03-18T00:00:00.000Z,-78.78039812,35.7871115,2.0
4092014517,Mithai House of Indian Desserts,744-F E Chatham ST,CARY,2006-03-08T00:00:00.000Z,-78.76512729999999,35.79183553,7.0
4092016465,CORBETT'S BURGERS & SODA BAR,126 KILMAYNE DR ,CARY,2013-07-16T00:00:00.000Z,-78.78304446,35.77049321,5.0
4092013935,PAPA JOHN'S ,238 Grande Heights Dr ,CARY,2003-11-13T00:00:00.000Z,-78.7805746,35.804703,3.0
4092018133,SUBWAY #17385,611 E CHATHAM ST ,CARY,2019-07-10T00:00:00.000Z,-78.76618398,35.79212412,0.0
4092017122,BELLINI FINE ITALIAN CUISINE,107 S EDINBURGH DR ,CARY,2015-12-30T00:00:00.000Z,-78.79822545,35.73935005,4.0
4092017126,SASSOOL,1347 KILDAIRE FARM RD ,CARY,2015-12-07T00:00:00.000Z,-78.78193974,35.75976658,7.0
4092014968,Starbucks Coffee Co,204-200 Crossroads BLVD ,CARY,2007-10-09T00:00:00.000Z,-78.74147311,35.76118923,2.0
4092015537,IHOP,1301 KILDAIRE FARM RD ,CARY,2009-12-11T00:00:00.000Z,-78.78262706,35.76147699,4.0
4092016077,CHINA CARY,2972 Kildaire Farm RD,CARY,2012-01-04T00:00:00.000Z,-78.78870146,35.71809037,2.0
4092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,CARY,2010-06-07T00:00:00.000Z,-78.78193974,35.75976658,11.0
4092015625,BOJANGLES #42,840 E CHATHAM ST ,CARY,2010-04-19T00:00:00.000Z,-78.76021314,35.79096632,4.0
4092017180,BOND BROTHERS BEER COMPANY,202 E CEDAR ST ,CARY,2016-03-11T00:00:00.000Z,-78.77802091,35.78798563,1.0
4092017672,STONERIDGE,105 CONVENTION DR ,CARY,2017-08-29T00:00:00.000Z,-78.75899817,35.77593029,10.0
4092017959,Pizza La Stella,1389 Kildaire Farm RD ,CARY,2018-10-11T00:00:00.000Z,-78.78276201,35.75907973,3.0
4092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,CARY,2017-06-20T00:00:00.000Z,-78.77802091,35.78798563,3.0
4092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,CARY,2014-02-21T00:00:00.000Z,-78.79792507,35.7367619,2.0
4092016496,BANANA LEAF,1026  RYAN RD ,CARY,2013-09-20T00:00:00.000Z,-78.76677132,35.77674815,5.0
4092016844,DUCK DONUTS,100 WRENN DR ,CARY,2014-12-17T00:00:00.000Z,-78.78400848,35.76514973,3.0
4092013971,Mac's Tavern,1014 Ryan Rd,CARY,2004-01-09T00:00:00.000Z,-78.76677132,35.77674815,4.0
4092013151,Whole Foods Market Deli-Sushi-Cheese,102 B New Waverly Pl ,CARY,2000-05-05T00:00:00.000Z,0.0,0.0,2.0
4092015611,WAFFLE HOUSE #351,1724 WALNUT ST ,CARY,2010-04-28T00:00:00.000Z,-78.74679459,35.76260482,11.0
4092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,CARY,2014-09-05T00:00:00.000Z,-78.783798,35.75917392,10.0
4092015636,WALTONWOOD AT CARY DINING,750 SE CARY PKY ,CARY,2010-05-14T00:00:00.000Z,-78.77482013,35.74902725,4.0
4092017446,ACADEMY STREET BISTRO,200 S ACADEMY ST ,CARY,2016-11-01T00:00:00.000Z,-78.78170139,35.78644735,12.0
4092016356,BREWSTER'S PUB,1885 LAKE PINE  DR ,CARY,2013-01-25T00:00:00.000Z,-78.81900108,35.74520928,6.0
4092011771,Barnes And Noble,760 SE Maynard Road ,CARY,1995-11-20T00:00:00.000Z,-78.76212909,35.76995678,8.0
4092012067,Kabuki Japanese Steak House,220 Nottingham Dr,CARY,1997-06-26T00:00:00.000Z,-78.74177928,35.76778433,12.0
4092017164,VERANDAH,301 S ACADEMY ST ,CARY,2016-02-09T00:00:00.000Z,-78.78084157,35.78484167,9.0
4092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,CARY,2014-07-11T00:00:00.000Z,-78.74889113,35.76176667,3.0
4092017851,Buffalo Brothers,1289 Kildaire Farm RD ,Cary,2018-05-01T00:00:00.000Z,-78.78213078,35.7627377,9.0
4092014008,Jordan Oaks,10820 Penny Rd ,CARY,2004-03-22T00:00:00.000Z,-78.79549961,35.71735337,1.0
4092014027,Jersey Mike's Of Cary,701 Cary Towne BLVD ,CARY,2004-03-30T00:00:00.000Z,-78.76677132,35.77674815,3.0
4092013714,Subway # 1437,1373 Kildaire Farm RD ,CARY,2002-12-03T00:00:00.000Z,-78.78193974,35.75976658,1.0
4092015115,Super Wok,1401-L SE Maynard RD ,CARY,2008-04-23T00:00:00.000Z,-78.76381917,35.78923033,50.0
4092016040,SUBWAY #52361,2010 KILDAIRE FARM  RD ,CARY,2011-11-08T00:00:00.000Z,-78.78211173,35.73717592,3.0
4092017301,ESMERALDA GRILL,748 E CHATHAM ST ,CARY,2016-08-26T00:00:00.000Z,-78.76514155,35.79157241,13.0
4092017165,BREW AT THE CARY THEATER,122 E CHATHAM ST ,CARY,2016-02-25T00:00:00.000Z,-78.78039812,35.7871115,4.0
4092017606,FAIRFIELD INN & SUTIES RALEIGH CARY,1120 LEDSOME LN ,CARY,2017-05-01T00:00:00.000Z,-78.7485481,35.76241134,8.0
4092013886,Wasabi,"107 Edinburgh South, St 135 ",CARY,2003-08-28T00:00:00.000Z,-78.79910146,35.73756978,9.0
4092013705,UDUPI Cafe,590 E Chatham St ,CARY,2002-10-29T00:00:00.000Z,-78.76832214,35.79037457,5.0
4092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,CARY,2010-08-27T00:00:00.000Z,-78.78269118,35.77098761,5.0
4092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,CARY,2012-04-18T00:00:00.000Z,-78.78052303,35.78769406,8.0
4092013252,MacGregor Draft House,107 S Edinburgh St ,CARY,2001-01-02T00:00:00.000Z,0.0,0.0,4.0
4092016933,BIRYANI XPRX,748-A E CHATHAM ST ,CARY,2015-05-26T00:00:00.000Z,-78.76503719,35.79184391,17.0
4092015672,FIREHOUSE SUBS #0528,100 WRENN DR ,CARY,2010-06-28T00:00:00.000Z,-78.78400848,35.76514973,2.0
4092017557,LITTLE TOKYO RESTAURANT,1401 SE MAYNARD RD ,CARY,2017-03-27T00:00:00.000Z,-78.76423170000001,35.78997989,6.0
4092017988,Taste of Jerusalem,740 E Chatham ST ,Cary,2018-11-27T00:00:00.000Z,-78.76691591,35.79077863,0.0
4092018096,Asali Desserts and Cafe,107 S Edinburgh DR ,CARY,2019-05-02T00:00:00.000Z,-78.79822545,35.73935005,0.0
4092017945,MCDONALDS #13362,4801 SW CARY  PKY ,CARY,2018-09-28T00:00:00.000Z,-78.82984564,35.78912051,3.0
4092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,CARY,2003-01-17T00:00:00.000Z,-78.78068706,35.73567462,7.0
4092014707,Starbucks Coffee # 10967,1217 Kildaire Farm RD ,CARY,2006-10-27T00:00:00.000Z,-78.78312814,35.76376926,0.0
